Brisbane,Lions,Carlton,Blues,R7,5.7.37,6.1.37, Full Time
Mar 19,2017,3.35,Princes Park,Fox Sports,,100640704,,0,,,,
#####

1005651,Megan,Hunt,BL,13,77,0,102,55,78,14,5,3,4,0,0,0,0,0, Full Time,hot,%D with %k by foot... also %T and %M,,,416400,0,407900,102,Forward,6,12,70.08,76.33,0.38,0.83,0.68,397000,108,,7,2,0,63,0
998155,Emily,Bates,BL,9,75,0,99,58,84,15,7,3,3,0,1,2,0,0, Full Time,hot,%O and %M plus %T,,,416400,0,407900,102,Forward,1,12,70.08,76.33,0.38,0.83,0.68,397000,108,,8,2,6,68,0
1007005,Brittany,Gibson,BL,10,61,0,78,47,59,8,3,3,3,0,2,0,1,2, Full Time,hot,%s from %D and %M with %T,,,416400,0,407900,102,Forward,25,12,70.08,76.33,0.38,0.83,0.68,397000,108,,6,2,1,64,0
1003019,Sabrina,Frederick-Traub,BL,9,54,0,65,44,55,10,2,1,0,9,1,0,1,1, Full Time,news,%s from %P,,,416400,0,407900,102,Forward,14,12,70.08,76.33,0.38,0.83,0.68,397000,108,,8,2,2,33,0
998034,Emma,Zielke,BL,9,52,0,66,40,51,10,2,2,1,0,2,0,1,0, Full Time,news,%s from %O and %M,,,416400,0,407900,102,Forward,8,12,70.08,76.33,0.38,0.83,0.68,397000,108,,4,4,0,67,0
997649,Kaitlyn,Ashmore,BL,4,48,0,64,36,48,6,3,4,3,0,0,0,0,0, Full Time,news,%O and %M plus %T,,,416400,0,407900,102,Forward,10,12,70.08,76.33,0.38,0.83,0.68,397000,108,,3,1,0,89,0
1005630,Alexandra,Anderson,BL,8,43,0,57,32,48,5,6,1,4,0,0,1,0,0, Full Time,news,%O and %T,,,416400,0,407900,102,Forward,18,12,70.08,76.33,0.38,0.83,0.68,397000,108,,5,2,1,54,0
1001690,Jessica,Wuetschner,BL,8,42,0,57,29,39,5,2,2,4,0,1,0,0,0, Full Time,news,%O including %K... also %T and %M,,,416400,0,407900,102,Forward,23,12,70.08,76.33,0.38,0.83,0.68,397000,108,,2,0,1,57,0
1005636,Kate,McCarthy,BL,9,40,0,50,32,42,4,4,2,2,0,0,0,1,0, Full Time,news,%s from %O and %M plus %T,,,416400,0,407900,102,Forward,9,12,70.08,76.33,0.38,0.83,0.68,397000,108,,3,0,0,75,0
1007030,Jamie,Stanton,BL,3,40,0,53,32,45,8,3,3,1,0,0,1,0,0, Full Time,news,%P with %k by foot... also %M,,,416400,0,407900,102,Forward,17,12,70.08,76.33,0.38,0.83,0.68,397000,108,,2,0,2,73,0
998039,Tayla,Harris,BL,9,39,0,51,32,39,5,1,3,2,0,2,1,1,0, Full Time,news,%s from %D and %M with %T,,,416400,0,407900,102,Forward,7,12,70.08,76.33,0.38,0.83,0.68,397000,108,,3,0,4,50,0
1005634,Sharni,Webb,BL,4,35,0,42,34,48,3,8,0,2,9,2,3,0,0, Full Time,news,%P including %B... also %T... gave away %F,,,416400,0,407900,102,Forward,4,12,70.08,76.33,0.38,0.83,0.68,397000,108,,9,2,3,64,0
1005652,Samantha,Virgo,BL,2,34,0,44,24,36,4,5,0,3,0,0,0,0,0, Full Time,news,%O and %T,,,416400,0,407900,102,Forward,5,12,70.08,76.33,0.38,0.83,0.68,397000,108,,4,0,0,67,0
1005653,Nikki,Wallace,BL,3,34,0,43,29,42,7,5,2,0,0,0,1,0,0, Full Time,news,%P and %M,,,416400,0,407900,102,Forward,24,12,70.08,76.33,0.38,0.83,0.68,397000,108,,5,1,2,75,0
1005638,Kate,Lutkins,BL,3,33,0,45,25,36,6,2,2,2,0,0,1,0,0, Full Time,news,%P with %k by foot... also %M and %T,,,416400,0,407900,102,Forward,13,12,70.08,76.33,0.38,0.83,0.68,397000,108,,3,0,2,62,0
1004405,Nicole,Hildebrand,BL,2,31,0,41,24,30,7,0,3,0,0,1,0,0,0, Full Time,news,%O including %B... also %M,,,416400,0,407900,102,Forward,22,12,70.08,76.33,0.38,0.83,0.68,397000,108,,7,0,0,86,0
1005661,Breanna,Koenen,BL,6,30,0,42,19,24,3,0,1,4,0,2,0,0,0, Full Time,news,%P and %T,,,416400,0,407900,102,Forward,3,12,70.08,76.33,0.38,0.83,0.68,397000,108,,2,0,0,33,0
1003023,Tahlia,Randall,BL,2,24,0,32,18,24,4,1,2,1,0,0,0,0,0, Full Time,news,%D including %K... also %M,,,416400,0,407900,102,Forward,16,12,70.08,76.33,0.38,0.83,0.68,397000,108,,3,1,0,80,0
998037,Leah,Kaslar,BL,2,22,0,29,15,21,3,2,0,2,0,1,0,0,0, Full Time,news,%D and %T,,,416400,0,407900,102,Forward,11,12,70.08,76.33,0.38,0.83,0.68,397000,108,,4,0,2,20,0
1005660,Selina,Goodman,BL,2,18,0,23,13,17,1,1,0,2,5,0,0,0,0, Full Time,news,%D and %T,,,416400,0,407900,102,Forward,19,12,70.08,76.33,0.38,0.83,0.68,397000,108,,2,0,1,100,0
1007130,Shannon,Campbell,BL,0,15,0,20,11,15,4,0,1,0,0,0,0,0,0, Full Time,news,%P,,,416400,0,407900,102,Forward,20,12,70.08,76.33,0.38,0.83,0.68,397000,108,,2,0,1,75,0
1005664,Jordan,Membrey,BL,0,10,0,12,9,12,1,2,1,0,0,0,0,0,0, Full Time,news,%O,,,416400,0,407900,102,Forward,27,12,70.08,76.33,0.38,0.83,0.68,397000,108,,2,0,0,33,0
