Western Sydney,Giants,Adelaide,Crows,R1,1.6.12,7.6.48, Full Time
Feb 4,2017,5.05,Thebarton,Seven,,100640102,,0,Rain,30,,
#####

296137,Jess,Dal Pos,WS,21,83,0,115,54,72,11,1,3,9,0,3,0,0,0, Full Time,hot,%D with %k by foot... also %T and %M... helped out by %4FF,,,416400,0,407900,102,Forward,7,12,70.08,76.33,0.38,0.83,0.68,397000,108,,7,2,0,67,0
1005452,Nicola,Barr,WS,8,61,0,81,42,57,9,4,1,5,0,3,0,0,0, Full Time,hot,%D and %T... umps paid him %4FF,,,416400,0,407900,102,Forward,8,12,70.08,76.33,0.38,0.83,0.68,397000,108,,8,2,2,38,0
1005476,Amanda,Farrugia,WS,5,55,0,75,41,57,10,2,4,3,0,0,1,0,0, Full Time,news,%P including %K... also %M and %T,,,416400,0,407900,102,Forward,18,12,70.08,76.33,0.38,0.83,0.68,397000,108,,2,1,3,25,0
1007147,Jess,Bibby,WS,5,55,0,73,41,54,8,3,4,3,0,1,0,0,0, Full Time,news,%O including %K... also %M and %T,,,416400,0,407900,102,Forward,22,12,70.08,76.33,0.38,0.83,0.68,397000,108,,4,0,2,46,0
1005491,Britt,Tully,WS,3,52,0,69,36,51,10,3,1,3,0,1,0,0,0, Full Time,news,%P with %k by foot... also %T,,,416400,0,407900,102,Forward,16,12,70.08,76.33,0.38,0.83,0.68,397000,108,,10,3,2,62,0
997689,Phoebe,McWilliams,WS,11,52,0,66,44,55,6,4,4,2,0,2,1,1,1, Full Time,news,%s from %O and %M plus %T,,,416400,0,407900,102,Forward,3,12,70.08,76.33,0.38,0.83,0.68,397000,108,,6,0,2,60,0
1003022,Maddy,Collier,WS,14,49,0,71,35,51,8,1,2,6,0,2,3,0,0, Full Time,news,%P with %k by foot... also %T and %M... conceded %F,,,416400,0,407900,102,Forward,14,12,70.08,76.33,0.38,0.83,0.68,397000,108,,7,3,5,22,0
1004402,Ashleigh,Guest,WS,7,42,0,57,30,42,4,4,1,5,0,2,1,0,0, Full Time,news,%O and %T,,,416400,0,407900,102,Forward,19,12,70.08,76.33,0.38,0.83,0.68,397000,108,,6,1,1,88,0
1005489,Renee,Tomkins,WS,3,38,0,51,30,42,8,2,3,1,0,0,1,0,0, Full Time,news,%P with %k by foot... also %M,,,416400,0,407900,102,Forward,1,12,70.08,76.33,0.38,0.83,0.68,397000,108,,3,1,2,60,0
1005453,Rebecca,Beeson,WS,3,35,0,46,29,43,4,6,1,3,0,1,2,0,1, Full Time,news,%s from %P and %T,,,416400,0,407900,102,Forward,6,12,70.08,76.33,0.38,0.83,0.68,397000,108,,6,0,2,60,0
1005432,Aimee,Schmidt,WS,3,32,0,42,26,33,4,2,4,1,0,0,0,0,0, Full Time,news,%O and %M,,,416400,0,407900,102,Forward,11,12,70.08,76.33,0.38,0.83,0.68,397000,108,,2,0,1,17,0
1005451,Jacinda,Barclay,WS,3,30,0,41,23,31,5,1,2,2,0,1,1,0,1, Full Time,news,%s from %O and %M plus %T,,,416400,0,407900,102,Forward,34,12,70.08,76.33,0.38,0.83,0.68,397000,108,,3,0,2,17,0
1005487,Ella,Ross,WS,2,28,0,36,22,33,4,5,0,2,0,1,1,0,0, Full Time,news,%O and %T,,,416400,0,407900,102,Forward,15,12,70.08,76.33,0.38,0.83,0.68,397000,108,,5,3,3,44,0
1007146,Alexandra,Saundry,WS,2,27,0,38,19,27,4,1,1,3,0,1,1,0,0, Full Time,news,%D with %k by foot... also %T,,,416400,0,407900,102,Forward,4,12,70.08,76.33,0.38,0.83,0.68,397000,108,,3,0,3,20,0
1005431,Alex,Williams,WS,2,26,0,34,22,30,6,2,2,0,0,1,1,0,0, Full Time,news,%O with %k by foot... also %M,,,416400,0,407900,102,Forward,20,12,70.08,76.33,0.38,0.83,0.68,397000,108,,2,0,2,50,0
