Western Bulldogs,Bulldogs,Western Sydney,Giants,R7,7.10.52,3.2.20, Full Time
Mar 18,2017,7.10,Manuka,Seven,,100640702,,0,,,,
#####

296125,Ellie,Blackburn,WB,30,124,0,162,92,123,22,5,6,5,0,1,0,1,3, Full Time,hot,%s from %O and %M plus %T,,,416400,0,407900,102,Forward,2,12,70.08,76.33,0.38,0.83,0.68,397000,108,,9,5,0,70,0
1001689,Hannah,Scott,WB,27,84,0,114,59,78,11,2,3,8,0,3,1,1,0, Full Time,hot,%s from %O and %M plus %T... umps paid him %4FF,,,416400,0,407900,102,Forward,22,12,70.08,76.33,0.38,0.83,0.68,397000,108,,8,1,3,69,0
1007154,Angelica,Gogos,WB,43,73,0,101,45,61,4,2,0,12,0,2,0,1,1, Full Time,hot,%s from %P and %T,,,416400,0,407900,102,Forward,36,12,70.08,76.33,0.38,0.83,0.68,397000,108,,3,2,0,67,0
998150,Emma,Kearney,WB,12,66,0,87,50,73,10,8,1,5,0,2,2,0,1, Full Time,hot,%s from %D and %T,,,416400,0,407900,102,Forward,5,12,70.08,76.33,0.38,0.83,0.68,397000,108,,10,7,4,61,0
1004408,Brooke,Lochland,WB,13,52,0,72,34,50,6,3,0,7,0,1,1,0,2, Full Time,news,%s from %D and %T,,,416400,0,407900,102,Forward,1,12,70.08,76.33,0.38,0.83,0.68,397000,108,,4,1,1,44,0
997692,Tiarna,Ernst,WB,13,43,0,54,34,45,1,4,0,5,15,0,1,0,0, Full Time,news,%D including %B... also %T,,,416400,0,407900,102,Forward,19,12,70.08,76.33,0.38,0.83,0.68,397000,108,,3,1,2,100,0
997686,Kirsty,Lamb,WB,14,42,0,53,33,45,3,4,0,4,0,0,1,2,0, Full Time,news,%s from %O and %T,,,416400,0,407900,102,Forward,27,12,70.08,76.33,0.38,0.83,0.68,397000,108,,3,1,2,86,0
1007020,Kirsten,McLeod,WB,8,35,0,41,29,40,4,6,0,1,0,0,0,1,1, Full Time,news,%s from %P,,,416400,0,407900,102,Forward,6,12,70.08,76.33,0.38,0.83,0.68,397000,108,,5,0,1,60,0
1007156,Rebecca,Neaves,WB,4,34,0,45,29,39,3,4,4,2,0,0,1,0,0, Full Time,news,%O and %M plus %T,,,416400,0,407900,102,Forward,25,12,70.08,76.33,0.38,0.83,0.68,397000,108,,1,0,1,57,0
1004415,Jaimee,Lambert,WB,8,32,0,40,26,33,6,1,2,0,0,0,0,1,0, Full Time,news,%s from %O and %M,,,416400,0,407900,102,Forward,7,12,70.08,76.33,0.38,0.83,0.68,397000,108,,6,4,0,86,0
1006994,Laura,Bailey,WB,2,31,0,39,25,33,4,4,2,1,0,1,0,0,0, Full Time,news,%D and %M,,,416400,0,407900,102,Forward,13,12,70.08,76.33,0.38,0.83,0.68,397000,108,,3,0,0,88,0
1004417,Hayley,Wildes,WB,2,30,0,39,22,30,4,3,1,2,0,1,0,0,0, Full Time,news,%D and %T,,,416400,0,407900,102,Forward,17,12,70.08,76.33,0.38,0.83,0.68,397000,108,,4,0,0,71,0
998153,Lauren,Spark,WB,2,30,0,38,25,33,5,3,3,0,0,0,0,0,0, Full Time,news,%P and %M,,,416400,0,407900,102,Forward,11,12,70.08,76.33,0.38,0.83,0.68,397000,108,,4,0,1,50,0
1006998,Courtney,Clarkson,WB,7,27,0,36,18,23,1,0,0,4,8,0,0,0,0, Full Time,news,%T,,,416400,0,407900,102,Forward,24,12,70.08,76.33,0.38,0.83,0.68,397000,108,,1,0,0,0,0
997660,Nicole,Callinan,WB,2,27,0,37,20,30,3,3,1,3,0,0,1,0,0, Full Time,news,%D and %T,,,416400,0,407900,102,Forward,10,12,70.08,76.33,0.38,0.83,0.68,397000,108,,4,0,1,83,0
1005374,Ellyse,Gamble,WB,2,21,0,29,15,24,2,3,0,3,0,0,1,0,0, Full Time,news,%O and %T,,,416400,0,407900,102,Forward,14,12,70.08,76.33,0.38,0.83,0.68,397000,108,,3,0,3,40,0
1007155,Meg,McDonald,WB,2,20,0,23,19,24,1,4,2,0,2,0,0,0,1, Full Time,news,%s from %D and %M,,,416400,0,407900,102,Forward,15,12,70.08,76.33,0.38,0.83,0.68,397000,108,,5,0,1,80,0
997687,Lisa,Williams,WB,1,19,0,25,13,18,2,2,0,2,0,1,0,0,0, Full Time,news,%O and %T,,,416400,0,407900,102,Forward,9,12,70.08,76.33,0.38,0.83,0.68,397000,108,,2,0,1,50,0
1007004,Jess,Gardner,WB,2,17,0,22,14,21,1,4,0,2,0,1,1,0,0, Full Time,news,%O including %B... also %T,,,416400,0,407900,102,Forward,33,12,70.08,76.33,0.38,0.83,0.68,397000,108,,4,1,1,100,0
1007008,Bailey,Hunt,WB,1,15,0,18,12,18,1,4,0,1,0,0,0,0,0, Full Time,news,%O including %B,,,416400,0,407900,102,Forward,21,12,70.08,76.33,0.38,0.83,0.68,397000,108,,2,0,0,40,0
1007157,Libby,Birch,WB,1,12,0,14,10,15,2,3,0,0,0,0,0,0,0, Full Time,news,%O,,,416400,0,407900,102,Forward,18,12,70.08,76.33,0.38,0.83,0.68,397000,108,,2,0,1,60,0
1007032,Kate,Tyndall,WB,0,6,0,10,7,12,1,1,1,1,0,0,2,0,0, Full Time,news,%O,,,416400,0,407900,102,Forward,8,12,70.08,76.33,0.38,0.83,0.68,397000,108,,0,0,2,100,0
296137,Jess,Dal Pos,WS,25,85,0,68,59,84,12,5,3,8,0,1,1,0,0, Full Time,hot,%P including %K... also %T and %M,,,416400,0,407900,102,Forward,7,12,70.08,76.33,0.38,0.83,0.68,397000,108,,10,4,1,71,0
998032,Emma,Swanson,WS,13,70,0,42,53,78,13,6,3,4,0,0,2,0,0, Full Time,hot,%O and %M plus %T,,,416400,0,407900,102,Forward,17,12,70.08,76.33,0.38,0.83,0.68,397000,108,,12,9,6,42,0
1005452,Nicola,Barr,WS,4,55,0,37,40,54,9,3,3,3,0,1,0,0,0, Full Time,news,%D including %K... also %M and %T,,,416400,0,407900,102,Forward,8,12,70.08,76.33,0.38,0.83,0.68,397000,108,,3,0,4,58,0
1005491,Britt,Tully,WS,9,53,0,42,38,54,7,5,2,4,0,0,0,0,0, Full Time,news,%P and %M plus %T,,,416400,0,407900,102,Forward,16,12,70.08,76.33,0.38,0.83,0.68,397000,108,,6,5,1,58,0
