Geelong,Cats,North Melb.,Kangaroos,W2,0.0.0,0.0.0,
Mar 7,2014,7.00,Kardinia,None,,10410206,,0,,,,


220054,Steve,Johnson,GE,,,,,,,,,,,,,,,,,,,,,646600,,625000,,Midfielder,20,16,118.4,115.88,0.00,0.00,641600,
250321,Joel,Selwood,GE,,,,,,,,,,,,,,,,,,,,,581300,,638700,,Midfielder,14,22,106.4,118.41,0.00,0.00,576700,
220058,James,Kelly,GE,,,,,,,,,,,,,,,,,,,,,522500,,489900,,Midfielder,9,17,95.6,90.82,0.00,0.00,518400,
220007,Jimmy,Bartel,GE,,,,,,,,,,,,,,,,,,,,,519000,,572500,,Back Midfielder,3,21,95,106.14,0.00,0.00,514900,
230214,Mathew,Stokes,GE,,,,,,,,,,,,,,,,,,,,,517100,,525000,,Midfielder,27,21,94.7,97.33,0.00,0.00,513100,
200035,Corey,Enright,GE,,,,,,,,,,,,,,,,,,,,,484100,,506800,,Back,44,21,88.6,93.95,0.00,0.00,480300,
281065,Mitch,Duncan,GE,,,,,,,,,,,,,,,,,,,,,481200,,434200,,Midfielder,22,22,88.1,80.5,0.00,0.00,477400,
280918,Allen,Christensen,GE,,,,,,,,,,,,,,,,,,,,,474300,,500400,,Midfielder,28,18,86.8,92.78,0.00,0.00,470600,
230248,Andrew,Mackie,GE,,,,,,,,,,,,,,,,,,,,,452700,,471200,,Back,4,22,82.9,87.36,0.00,0.00,449100,
261497,Harry,Taylor,GE,,,,,,,,,,,,,,,,,,,,,429700,,507000,,Back,7,21,78.7,94,0.00,0.00,426400,
280990,Steven,Motlop,GE,,,,,,,,,,,,,,,,,,,,,404800,,441800,,Forward,32,21,74.1,81.9,0.00,0.00,401600,
230141,Hamish,McIntosh,GE,,,,,,,,,,,,,,,,,,,,,297800,,332900,,Ruck,17,0,0,0,0.00,0.00,344700,
290623,Josh,Caddy,GE,,,,,,,,,,,,,,,,,,,,,346200,,325300,,Forward Midfielder,23,16,63.4,60.31,0.00,0.00,343500,
296733,Mark,Blicavs,GE,,,,,,,,,,,,,,,,,,,,,332100,,360000,,Ruck,46,19,60.8,66.74,0.00,0.00,329500,
261510,Tom,Hawkins,GE,,,,,,,,,,,,,,,,,,,,,308400,,359500,,Forward,26,20,56.5,66.65,0.00,0.00,306000,
270340,Dawson,Simpson,GE,,,,,,,,,,,,,,,,,,,,,345800,,430400,,Ruck,16,6,70.3,88.67,0.00,0.00,335500,
280822,Taylor,Hunt,GE,,,,,,,,,,,,,,,,,,,,,305100,,299700,,Midfielder,19,14,55.9,55.57,0.00,0.00,302700,
293255,George,Horlin-Smith,GE,,,,,,,,,,,,,,,,,,,,,304500,,329700,,Midfielder,33,8,55.8,61.13,0.00,0.00,284000,
290550,Cameron,Guthrie,GE,,,,,,,,,,,,,,,,,,,,,303300,,317900,,Back,29,17,55.5,58.94,0.00,0.00,301000,
250290,Travis,Varcoe,GE,,,,,,,,,,,,,,,,,,,,,300400,,301600,,Forward Midfielder,5,11,55,55.91,0.00,0.00,298100,
290783,Billie,Smedts,GE,,,,,,,,,,,,,,,,,,,,,294600,,290900,,Forward,2,13,53.9,53.92,0.00,0.00,292300,
295942,Jordan,Murdoch,GE,,,,,,,,,,,,,,,,,,,,,273700,,276200,,Forward,21,10,50.1,51.2,0.00,0.00,271500,
291309,Jesse,Stringer,GE,,,,,,,,,,,,,,,,,,,,,270800,,264300,,Midfielder,12,7,49.6,49,0.00,0.00,244500,
294663,Jackson,Thurlow,GE,,,,,,,,,,,,,,,,,,,,,261100,,285900,,Back,40,4,59.8,66.25,0.00,0.00,265500,
290622,Mitchell W.,Brown,GE,,,,,,,,,,,,,,,,,,,,,250200,,260000,,Back,1,5,45.8,48.2,0.00,0.00,211000,
280959,Nathan,Vardy,GE,,,,,,,,,,,,,,,,,,,,,277400,,333600,,Forward Ruck,30,7,56.4,68.71,0.00,0.00,278300,
230250,Jared,Rivers,GE,,,,,,,,,,,,,,,,,,,,,239600,,282800,,Back,25,7,43.9,52.43,0.00,0.00,216300,
296439,Darcy,Lang,GE,,,,,,,,,,,,,,,,,,,,,137800,,142300,,Midfielder,11,0,0,0,0.00,0.00,222200,
290576,Jordan,Schroder,GE,,,,,,,,,,,,,,,,,,,,,224000,,256200,,Midfielder,15,4,41,47.5,0.00,0.00,182200,
291550,Joshua,Walker,GE,,,,,,,,,,,,,,,,,,,,,242500,,226500,,Forward,34,2,55.5,52.5,0.00,0.00,228600,
230125,Tom,Lonergan,GE,,,,,,,,,,,,,,,,,,,,,211600,,247400,,Back,13,22,38.7,45.86,0.00,0.00,209900,
290756,George,Burbury,GE,,,,,,,,,,,,,,,,,,,,,236000,,246000,,Forward,31,2,54,57,0.00,0.00,222400,
296312,Jarrad,Jansen,GE,,,,,,,,,,,,,,,,,,,,,112800,,117300,,Midfielder,35,0,0,0,0.00,0.00,168000,
296291,Jake,Kolodjashnij,GE,,,,,,,,,,,,,,,,,,,,,112800,,117300,,Back,8,0,0,0,0.00,0.00,154500,
293883,Jed,Bews,GE,,,,,,,,,,,,,,,,,,,,,119200,,123900,,Back,24,0,0,0,0.00,0.00,115200,
290106,Josh,Cowan,GE,,,,,,,,,,,,,,,,,,,,,119200,,123900,,Midfielder,18,0,0,0,0.00,0.00,115200,
295222,Joel,Hamling,GE,,,,,,,,,,,,,,,,,,,,,119200,,123900,,Back,45,0,0,0,0.00,0.00,115200,
295138,Brad,Hartman,GE,,,,,,,,,,,,,,,,,,,,,119200,,123900,,Forward,36,0,0,0,0.00,0.00,115200,
291949,Shane,Kersten,GE,,,,,,,,,,,,,,,,,,,,,119200,,123900,,Forward,39,0,0,0,0.00,0.00,115200,
293581,Lincoln,McCarthy,GE,,,,,,,,,,,,,,,,,,,,,119200,,123900,,Forward,6,0,0,0,0.00,0.00,135500,
291307,Daniel,Menzel,GE,,,,,,,,,,,,,,,,,,,,,146800,,141300,,Forward,10,0,0,0,0.00,0.00,244300,
250343,Jackson,Sheringham,GE,,,,,,,,,,,,,,,,,,,,,128900,,123900,,Midfielder,38,0,0,0,0.00,0.00,179100,
296337,Zac,Bates,GE,,,,,,,,,,,,,,,,,,,,,98500,,102400,,Midfielder,43,0,0,0,0.00,0.00,115200,
296244,Nick,Bourke,GE,,,,,,,,,,,,,,,,,,,,,98500,,102400,,Midfielder,42,0,0,0,0.00,0.00,115200,
995220,Michael,Luxford,GE,,,,,,,,,,,,,,,,,,,,,98500,,102400,,Forward,37,0,0,0,0.00,0.00,115200,
297580,James,Toohey,GE,,,,,,,,,,,,,,,,,,,,,104500,,108400,,Back,41,0,0,0,0.00,0.00,115200,
280944,Jack,Ziebell,NM,,,,,,,,,,,,,,,,,,,,,517100,,513600,,Midfielder,7,18,94.7,95.22,0.00,0.00,513100,
240417,Andrew,Swallow,NM,,,,,,,,,,,,,,,,,,,,,516100,,546400,,Midfielder,9,17,94.5,101.29,0.00,0.00,512000,
960491,Brent,Harvey,NM,,,,,,,,,,,,,,,,,,,,,507300,,561300,,Forward Midfielder,29,16,92.9,104.06,0.00,0.00,503400,
