Melbourne,Demons,Hawthorn,Hawks,W2,0.0.0,0.0.0,
Mar 8,2014,1.00,Casey,None,,10410208,,0,,,,


210049,Daniel,Cross,ME,,,,,,,,,,,,,,,,,,,,,489500,,477100,,Midfielder,18,13,89.6,88.46,0.00,0.00,485700,
261142,Bernie,Vince,ME,,,,,,,,,,,,,,,,,,,,,452900,,424300,,Midfielder,23,21,82.9,78.67,0.00,0.00,449300,
270241,Dean,Terlich,ME,,,,,,,,,,,,,,,,,,,,,438400,,424500,,Back,46,20,80.3,78.7,0.00,0.00,434900,
280608,Jack,Trengove,ME,,,,,,,,,,,,,,,,,,,,,425800,,404500,,Midfielder,9,20,78,75,0.00,0.00,422500,
250222,Nathan,Jones,ME,,,,,,,,,,,,,,,,,,,,,424100,,485700,,Midfielder,2,22,77.6,90.05,0.00,0.00,420800,
261297,Jack,Grimes,ME,,,,,,,,,,,,,,,,,,,,,419500,,436500,,Back Midfielder,31,15,76.8,80.93,0.00,0.00,416200,
296027,Matt,Jones,ME,,,,,,,,,,,,,,,,,,,,,386100,,372900,,Midfielder,45,22,70.7,69.14,0.00,0.00,383100,
220052,Mark,Jamar,ME,,,,,,,,,,,,,,,,,,,,,383600,,420700,,Ruck,40,9,70.2,78,0.00,0.00,369200,
270976,Mitch,Clisby,ME,,,,,,,,,,,,,,,,,,,,,381000,,368800,,Back,15,8,69.8,68.38,0.00,0.00,355400,
291902,Jack,Viney,ME,,,,,,,,,,,,,,,,,,,,,377300,,387900,,Midfielder,7,13,69.1,71.92,0.00,0.00,374400,
294741,Michael,Evans,ME,,,,,,,,,,,,,,,,,,,,,375100,,345800,,Midfielder,32,9,68.7,64.11,0.00,0.00,361000,
250548,Lynden,Dunn,ME,,,,,,,,,,,,,,,,,,,,,372700,,444400,,Back,14,18,68.2,82.39,0.00,0.00,369800,
291313,Jeremy,Howe,ME,,,,,,,,,,,,,,,,,,,,,369600,,391200,,Forward,38,21,67.7,72.52,0.00,0.00,366700,
280972,Jack,Watts,ME,,,,,,,,,,,,,,,,,,,,,368100,,411100,,Back Forward,4,18,67.4,76.22,0.00,0.00,365200,
270830,Colin,Garland,ME,,,,,,,,,,,,,,,,,,,,,366300,,435600,,Back,20,21,67,80.76,0.00,0.00,363400,
280521,Jake,Spencer,ME,,,,,,,,,,,,,,,,,,,,,363300,,418000,,Ruck,42,8,66.5,77.5,0.00,0.00,338800,
294874,Daniel,Nicholson,ME,,,,,,,,,,,,,,,,,,,,,345100,,329500,,Back,26,11,63.2,61.09,0.00,0.00,342400,
260288,James,Frawley,ME,,,,,,,,,,,,,,,,,,,,,342500,,364600,,Back,8,17,62.7,67.59,0.00,0.00,339900,
290528,Max,Gawn,ME,,,,,,,,,,,,,,,,,,,,,337000,,362200,,Ruck,37,13,61.7,67.15,0.00,0.00,334400,
292029,Cameron,Pedersen,ME,,,,,,,,,,,,,,,,,,,,,335400,,362500,,Back,21,10,61.4,67.2,0.00,0.00,332800,
280758,Jack,Fitzpatrick,ME,,,,,,,,,,,,,,,,,,,,,329300,,347700,,Forward Ruck,48,11,60.3,64.45,0.00,0.00,326700,
291533,Tom,McDonald,ME,,,,,,,,,,,,,,,,,,,,,329000,,402300,,Back,25,17,60.2,74.59,0.00,0.00,326500,
