Brisbane,Lions,Sydney,Swans,W2,0.0.0,0.0.0,
Mar 8,2014,3.30,Burpengary,None,,10410209,,0,,,,


270919,Tom,Rockliff,BL,,,,,,,,,,,,,,,,,,,,,563200,,591500,,Midfielder,38,21,103.1,109.67,0.00,0.00,558800,
281373,Jack,Redden,BL,,,,,,,,,,,,,,,,,,,,,518200,,528400,,Midfielder,30,22,94.9,97.95,0.00,0.00,514200,
270512,Pearce,Hanley,BL,,,,,,,,,,,,,,,,,,,,,467300,,516200,,Back Midfielder,11,20,85.6,95.7,0.00,0.00,463700,
250335,Matthew,Leuenberger,BL,,,,,,,,,,,,,,,,,,,,,465100,,523500,,Ruck,23,20,85.2,97.05,0.00,0.00,461500,
240087,Jed,Adcock,BL,,,,,,,,,,,,,,,,,,,,,455100,,492100,,Back,7,22,83.3,91.23,0.00,0.00,451600,
230151,Brent,Moloney,BL,,,,,,,,,,,,,,,,,,,,,431600,,456800,,Midfielder,3,16,79,84.69,0.00,0.00,428200,
261224,Dayne,Zorko,BL,,,,,,,,,,,,,,,,,,,,,403200,,447200,,Forward Midfielder,15,22,73.8,82.91,0.00,0.00,400100,
290110,Mitchell,Golby,BL,,,,,,,,,,,,,,,,,,,,,402700,,402100,,Back,41,18,73.7,74.56,0.00,0.00,399600,
293603,Sam,Mayes,BL,,,,,,,,,,,,,,,,,,,,,398200,,379100,,Forward Midfielder,32,18,72.9,70.28,0.00,0.00,395100,
271072,Daniel,Rich,BL,,,,,,,,,,,,,,,,,,,,,368400,,463500,,Midfielder,10,16,67.4,85.94,0.00,0.00,365500,
220062,Matt,Maguire,BL,,,,,,,,,,,,,,,,,,,,,350600,,398200,,Back,36,11,64.2,73.82,0.00,0.00,347900,
200007,Jonathan,Brown,BL,,,,,,,,,,,,,,,,,,,,,350000,,341300,,Forward,16,15,64.1,63.27,0.00,0.00,347200,
281048,Ryan,Harwood,BL,,,,,,,,,,,,,,,,,,,,,347500,,365100,,Back,2,13,63.6,67.69,0.00,0.00,344800,
230211,Brent,Staker,BL,,,,,,,,,,,,,,,,,,,,,338300,,412800,,Forward,14,15,61.9,76.53,0.00,0.00,335700,
291548,Ryan,Lester,BL,,,,,,,,,,,,,,,,,,,,,336300,,374500,,Midfielder,35,16,61.6,69.44,0.00,0.00,333700,
281329,Rohan,Bewick,BL,,,,,,,,,,,,,,,,,,,,,332900,,330200,,Forward,8,19,60.9,61.21,0.00,0.00,330300,
270936,Jordan,Lisle,BL,,,,,,,,,,,,,,,,,,,,,332500,,378200,,Forward,19,8,60.9,70.13,0.00,0.00,310100,
230170,Joel,Patfull,BL,,,,,,,,,,,,,,,,,,,,,327500,,406500,,Back,24,22,60,75.36,0.00,0.00,324900,
230147,Daniel,Merrett,BL,,,,,,,,,,,,,,,,,,,,,308800,,383600,,Back Forward,21,17,56.5,71.12,0.00,0.00,306400,
