Gold Coast,Suns,Collingwood,Magpies,W2,14.13.97,16.15.111, Full Time
Mar 2,2014,1.00,Gold Coast,None,,10410201,,0,,,,


250249,Danny,Stanley,GC,,114,118,,,,,,,,,,,,,,,,,,453100,,438700,,Midfielder,25,18,82.9,81.33,0,0,449600,
280711,Charlie,Dixon,GC,,98,119,,,,,,,,,,,,,,,,,,389100,,487900,,Forward Ruck,23,13,71.2,90.46,0,0,386100,
290817,Brandon,Matera,GC,,90,105,,,,,,,,,,,,,,,,,,367600,,320900,,Forward,32,10,67.3,59.5,0,0,364800,
291594,Harley,Bennell,GC,,85,78,,,,,,,,,,,,,,,,,,466500,,520700,,Midfielder,11,15,85.4,96.53,0,0,462900,
294613,Jaeger,O'Meara,GC,,82,86,,,,,,,,,,,,,,,,,,487200,,486200,,Midfielder,1,22,89.2,90.14,0,0,483400,
240712,Michael,Rischitelli,GC,,77,64,,,,,,,,,,,,,,,,,,384400,,403100,,Midfielder,35,11,70.4,74.73,0,0,381400,
290790,Matthew,Shaw,GC,,73,101,,,,,,,,,,,,,,,,,,386900,,392600,,Back Midfielder,26,18,70.8,72.78,0,0,383900,
296190,Jack,Martin,GC,,67,56,,,,,,,,,,,,,,,,,,217800,,222300,,Midfielder,4,0,0,0,0,0,268300,
290627,Dion,Prestia,GC,,65,50,,,,,,,,,,,,,,,,,,527700,,525900,,Midfielder,10,20,96.6,97.5,0,0,523600,
296735,Aaron,Hall,GC,,64,44,,,,,,,,,,,,,,,,,,360300,,338300,,Forward,33,22,66,62.73,0,0,357500,
281085,Steven,May,GC,,59,68,,,,,,,,,,,,,,,,,,248100,,315700,,Back Forward,17,17,45.4,58.53,0,0,246100,
240254,Jarrod,Harbrow,GC,,57,57,,,,,,,,,,,,,,,,,,441400,,449700,,Back,5,21,80.8,83.38,0,0,438000,
290832,David,Swallow,GC,,56,88,,,,,,,,,,,,,,,,,,380000,,429400,,Back Midfielder,24,18,69.6,79.61,0,0,377000,
261756,Greg,Broughton,GC,,51,44,,,,,,,,,,,,,,,,,,355700,,388400,,Back,36,17,65.1,72,0,0,352900,
290527,Trent,McKenzie,GC,,50,69,,,,,,,,,,,,,,,,,,441600,,477700,,Back,18,18,80.8,88.56,0,0,438100,
293813,Thomas,Lynch,GC,,48,47,,,,,,,,,,,,,,,,,,329800,,360000,,Forward,19,8,60.4,66.75,0,0,307600,
296940,Tim,Sumner,GC,,47,58,,,,,,,,,,,,,,,,,,221500,,237300,,Forward,3,11,40.5,44,0,0,219800,
294013,Sean,Lemmens,GC,,46,55,,,,,,,,,,,,,,,,,,112800,,117300,,Midfielder,40,0,0,0,0,0,192400,
250716,Matthew,Warnock,GC,,44,56,,,,,,,,,,,,,,,,,,183000,,295300,,Back,14,4,33.5,54.75,0,0,148900,
290815,Thomas,Nicholls,GC,,41,53,,,,,,,,,,,,,,,,,,436300,,494200,,Ruck,22,8,79.9,91.63,0,0,406900,
291896,Clay,Cameron,GC,,37,52,,,,,,,,,,,,,,,,,,119200,,123900,,Back,27,0,0,0,0,0,115200,
294485,Andrew,Boston,GC,,36,36,,,,,,,,,,,,,,,,,,207600,,208300,,Midfielder,13,8,38,38.63,0,0,193600,
296736,Josh,Hall,GC,,27,27,,,,,,,,,,,,,,,,,,211400,,231600,,Forward,46,3,43,53.67,0,0,184100,
291753,Sam,Day,GC,,20,18,,,,,,,,,,,,,,,,,,269600,,309100,,Back Forward,12,20,49.4,57.3,0,0,267500,
291942,Jackson,Allen,GC,,20,23,,,,,,,,,,,,,,,,,,199900,,197800,,Back,31,3,40.7,36.67,0,0,174100,
240366,Travis,Cloke,CO,,120,152,,,,,,,,,,,,,,,,,,506200,,513400,,Forward,32,21,92.7,95.19,0,0,502200,
260257,Scott,Pendlebury,CO,,95,120,,,,,,,,,,,,,,,,,,616000,,683100,,Midfielder,10,22,112.8,126.64,0,0,611200,
220105,Dane,Swan,CO,,89,106,,,,,,,,,,,,,,,,,,641600,,632600,,Midfielder,36,22,117.5,117.27,0,0,636600,
271001,Dayne,Beams,CO,,85,87,,,,,,,,,,,,,,,,,,497300,,497200,,Midfielder,17,7,101.1,102.43,0,0,498800,
280965,Steele,Sidebottom,CO,,79,70,,,,,,,,,,,,,,,,,,527100,,555300,,Midfielder,22,22,96.5,102.95,0,0,523000,
291386,Ben,Sinclair,CO,,78,89,,,,,,,,,,,,,,,,,,279700,,299900,,Back,28,15,51.2,55.6,0,0,277500,
293431,Ben,Kennedy,CO,,75,81,,,,,,,,,,,,,,,,,,249900,,220700,,Forward,7,12,45.8,40.92,0,0,248000,
220005,Luke,Ball,CO,,70,90,,,,,,,,,,,,,,,,,,522600,,523700,,Midfielder,12,12,95.7,97.08,0,0,518500,
250055,Clinton,Young,CO,,67,70,,,,,,,,,,,,,,,,,,231600,,243800,,Midfielder,14,2,53,56.5,0,0,218300,
