,sc_id,sc_feed_id,sc_first_name,sc_last_name,sc_team_id,sc_price,sc_team,sc_position,sc_long_team,fanfooty_player_id,fanfooty_afl_player_id,fanfooty_first_name,fanfooty_surname,fanfooty_team,fanfooty_status,fanfooty_number,fanfooty_birth_date,fanfooty_height,fanfooty_weight,fanfooty_state_of_origin,fanfooty_recruited_from,fanfooty_games,fanfooty_goals,short_team
495,496,1002282,Charlie,Spargo,10,234200,MEL,FWD,Melbourne,48011,1002282.0,Charlie,Spargo,Melbourne,senior,9.0,1999-11-25,173.0,71.0,NSW,Murray Bushrangers,26.0,16.0,MEL
496,497,999391,Tom,Sparrow,10,182500,MEL,FWD,Melbourne,49071,999391.0,Tom,Sparrow,Melbourne,senior,32.0,2000-05-31,183.0,82.0,SA,South Adelaide,2.0,1.0,MEL
497,498,291819,Adam,Tomlinson,10,390200,MEL,MID,Melbourne,42292,291819.0,Adam,Tomlinson,Melbourne,senior,20.0,1993-08-10,194.0,96.0,VIC,Oakleigh Chargers,136.0,35.0,MEL
498,499,297990,Aaron,vandenBerg,10,248000,MEL,FWD MID,Melbourne,45149,297990.0,Aaron,Vandenberg,Melbourne,senior,22.0,1992-03-03,188.0,93.0,ACT,Ainslie,35.0,22.0,MEL
499,500,291902,Jack,Viney,10,439300,MEL,MID,Melbourne,43003,291902.0,Jack,Viney,Melbourne,senior,7.0,1994-04-13,178.0,84.0,VIC,Oakleigh Chargers,119.0,31.0,MEL
500,501,993940,Corey,Wagner,10,308000,MEL,FWD MID,Melbourne,46069,993940.0,Corey,Wagner,Melbourne,senior,40.0,1997-03-23,181.0,75.0,QLD,Aspley,19.0,6.0,MEL
501,502,294675,Josh,Wagner,10,332200,MEL,DEF,Melbourne,46102,294675.0,Joshua,Wagner,Melbourne,senior,42.0,1994-06-24,189.0,84.0,QLD,Aspley,40.0,2.0,MEL
502,503,993806,Sam,Weideman,10,319400,MEL,FWD,Melbourne,46007,993806.0,Sam,Weideman,Melbourne,senior,26.0,1997-06-26,195.0,97.0,VIC,Eastern Ranges,31.0,27.0,MEL
503,504,298271,Paul,Ahern,9,337900,NTH,DEF MID,North Melbourne,45019,298271.0,Paul,Ahern,North Melbourne,senior,15.0,1996-08-01,183.0,85.0,VIC,Calder Cannons,18.0,5.0,NTH
504,505,291861,Jed,Anderson,9,470200,NTH,MID,North Melbourne,43099,291861.0,Jed,Anderson,North Melbourne,senior,3.0,1994-02-02,179.0,81.0,NT,Darwin,62.0,21.0,NTH
505,506,290787,Shaun,Atley,9,403700,NTH,DEF,North Melbourne,42007,290787.0,Shaun,Atley,North Melbourne,senior,18.0,1992-09-13,189.0,86.0,VIC,Murray Bushrangers,197.0,43.0,NTH
506,507,1004894,Aiden,Bonar,9,202800,NTH,MID FWD,North Melbourne,48210,1004894.0,Aiden,Bonar,North Melbourne,senior,16.0,1999-03-08,188.0,87.0,VIC,Dandenong Stingrays,6.0,5.0,NTH
507,508,291867,Ben,Brown,9,432000,NTH,FWD,North Melbourne,44043,291867.0,Ben,Brown,North Melbourne,senior,50.0,1992-11-20,200.0,101.0,VIC,Werribee,110.0,261.0,NTH
508,509,290246,Tom,Campbell,9,199600,NTH,RUC FWD,North Melbourne,42394,290246.0,Tom,Campbell,North Melbourne,senior,42.0,1991-11-02,201.0,105.0,VIC,Bendigo Bombers,44.0,24.0,NTH
509,510,1015781,Charlie,Comben,9,117300,NTH,RUC FWD,North Melbourne,49935,1015781.0,Charlie,Comben,North Melbourne,senior,30.0,2001-07-20,199.0,82.0,VIC,Gippsland Power,,,NTH
510,511,1006138,Joel,Crocker,9,123900,NTH,DEF,North Melbourne,49097,1006138.0,Joel,Crocker,North Melbourne,senior,36.0,2000-04-14,188.0,73.0,VIC,Sandringham Dragons,,,NTH
511,512,280921,Ben,Cunnington,9,554100,NTH,MID,North Melbourne,41005,280921.0,Ben,Cunnington,North Melbourne,senior,10.0,1991-06-30,185.0,88.0,VIC,Geelong Falcons,209.0,84.0,NTH
512,513,1002267,Luke,Davies-Uniacke,9,342100,NTH,FWD MID,North Melbourne,48004,1002267.0,Luke,Davies-Uniacke,North Melbourne,senior,9.0,1999-06-08,188.0,85.0,VIC,Dandenong Stingrays,21.0,5.0,NTH
513,514,290199,Majak,Daw,9,339600,NTH,DEF,North Melbourne,41109,290199.0,Majak,Daw,North Melbourne,senior,1.0,1991-03-11,195.0,97.0,VIC,Western Jets,50.0,40.0,NTH
514,515,296035,Trent,Dumont,9,455100,NTH,MID,North Melbourne,44017,296035.0,Trent,Dumont,North Melbourne,senior,14.0,1995-06-30,186.0,87.0,SA,Norwood,82.0,23.0,NTH
515,516,297767,Sam,Durdin,9,285600,NTH,DEF,North Melbourne,45006,297767.0,Sam,Durdin,North Melbourne,senior,24.0,1996-06-06,198.0,97.0,SA,West Adelaide,19.0,1.0,NTH
516,517,296078,Taylor,Garner,9,337900,NTH,FWD,North Melbourne,43024,296078.0,Taylor,Garner,North Melbourne,senior,6.0,1994-01-08,187.0,88.0,VIC,Dandenong Stingrays,43.0,29.0,NTH
517,518,271129,Todd,Goldstein,9,609400,NTH,RUC,North Melbourne,39526,271129.0,Todd,Goldstein,North Melbourne,senior,22.0,1988-07-01,201.0,103.0,VIC,Oakleigh,234.0,119.0,NTH
518,519,296735,Aaron,Hall,9,370600,NTH,MID,North Melbourne,42368,296735.0,Aaron,Hall,North Melbourne,senior,43.0,1990-11-09,185.0,85.0,TAS,Hobart,109.0,80.0,NTH
519,520,998327,Kyron,Hayden,9,134700,NTH,MID,North Melbourne,48196,998327.0,Kyron,Hayden,North Melbourne,senior,37.0,1999-06-07,186.0,86.0,WA,Subiaco,1.0,0.0,NTH
520,521,260227,Shaun,Higgins,9,515200,NTH,MID,North Melbourne,2025,260227.0,Shaun,Higgins,North Melbourne,senior,4.0,1988-03-04,184.0,89.0,VIC,Geelong Falcons,220.0,220.0,NTH
521,522,1001351,Lachlan,Hosie,9,123900,NTH,FWD,North Melbourne,49981,1001351.0,Lachlan,Hosie,North Melbourne,rookie,46.0,1997-02-25,189.0,78.0,SA,Glenelg,,,NTH
522,523,290802,Ben,Jacobs,9,348500,NTH,MID,North Melbourne,42029,290802.0,Ben,Jacobs,North Melbourne,senior,5.0,1992-01-09,185.0,85.0,VIC,Sandringham Dragons,90.0,15.0,NTH
523,524,1001017,Nick,Larkey,9,329000,NTH,FWD,North Melbourne,47095,1001017.0,Nick,Larkey,North Melbourne,senior,20.0,1998-06-06,198.0,93.0,VIC,Oakleigh Chargers,19.0,26.0,NTH
524,525,290194,Jamie,Macmillan,9,443200,NTH,DEF,North Melbourne,41087,290194.0,Jamie,Macmillan,North Melbourne,senior,34.0,1991-09-23,188.0,89.0,VIC,Oakleigh Chargers,157.0,45.0,NTH
525,526,1009189,Jack,Mahony,9,117300,NTH,MID FWD,North Melbourne,49938,1009189.0,Jack,Mahony,North Melbourne,senior,35.0,2001-11-12,176.0,70.0,VIC,Sandringham Dragons,,,NTH
526,527,296355,Luke,McDonald,9,327100,NTH,DEF,North Melbourne,43503,296355.0,Luke,McDonald,North Melbourne,senior,11.0,1995-02-09,189.0,89.0,VIC,Werribee,109.0,16.0,NTH
527,528,1006653,Matthew,McGuinness,9,102400,NTH,DEF,North Melbourne,49992,1006653.0,Matthew,McGuinness,North Melbourne,rookie,41.0,2000-07-13,192.0,75.0,TAS,Tasmania Devils,,,NTH
528,529,1002143,Ben,McKay,9,149200,NTH,DEF,North Melbourne,46080,1002143.0,Ben,McKay,North Melbourne,senior,23.0,1997-12-24,201.0,95.0,VIC,Gippsland Power,4.0,0.0,NTH
529,530,1000905,Tom,Murphy,9,152000,NTH,DEF,North Melbourne,48227,1000905.0,Tom,Murphy,North Melbourne,rookie,40.0,1998-01-19,189.0,82.0,VIC,Dandenong Stingrays,4.0,0.0,NTH
530,531,1011771,Flynn,Perez,9,117300,NTH,DEF,North Melbourne,49939,1011771.0,Flynn,Perez,North Melbourne,senior,39.0,2001-08-25,187.0,82.0,VIC,Bendigo Pioneers,,,NTH
531,532,290156,Jasper,Pittard,9,432000,NTH,DEF,North Melbourne,41050,290156.0,Jasper,Pittard,North Melbourne,senior,17.0,1991-04-01,186.0,84.0,VIC,Geelong Falcons,148.0,12.0,NTH
532,533,290738,Jared,Polec,9,476400,NTH,MID,North Melbourne,42008,290738.0,Jared,Polec,North Melbourne,senior,13.0,1992-10-12,187.0,84.0,SA,Woodville-West Torrens,128.0,71.0,NTH
533,534,1006058,Bailey,Scott,9,234600,NTH,MID FWD,North Melbourne,49021,1006058.0,Bailey,Scott,North Melbourne,senior,8.0,2000-07-09,186.0,73.0,QLD,Gold Coast Academy,4.0,3.0,NTH
534,535,993998,Jy,Simpkin,9,383000,NTH,FWD MID,North Melbourne,47026,993998.0,Jy,Simpkin,North Melbourne,senior,12.0,1998-03-05,182.0,75.0,VIC,Murray Bushrangers,56.0,27.0,NTH
535,536,270325,Robbie,Tarrant,9,447800,NTH,DEF,North Melbourne,39641,270325.0,Robbie,Tarrant,North Melbourne,senior,25.0,1989-04-25,196.0,97.0,VIC,Bendigo Pioneers,148.0,44.0,NTH
536,537,1006137,Curtis,Taylor,9,123900,NTH,FWD,North Melbourne,49010,1006137.0,Curtis,Taylor,North Melbourne,senior,31.0,2000-04-06,187.0,78.0,VIC,Calder Cannons,2.0,0.0,NTH
537,538,1005729,Tarryn,Thomas,9,339900,NTH,FWD,North Melbourne,49008,1005729.0,Tarryn,Thomas,North Melbourne,senior,26.0,2000-03-25,189.0,74.0,TAS,North Launceston,20.0,16.0,NTH
538,539,992499,Kayne,Turner,9,329400,NTH,FWD,North Melbourne,44123,992499.0,Kayne,Turner,North Melbourne,senior,28.0,1995-12-31,180.0,75.0,VIC,Wodonga,79.0,53.0,NTH
539,540,291784,Dom,Tyson,9,287600,NTH,MID,North Melbourne,42237,291784.0,Dom,Tyson,North Melbourne,senior,21.0,1993-06-08,186.0,85.0,VIC,Oakleigh Chargers,110.0,45.0,NTH
540,541,298287,Ed,Vickers-Willis,9,247600,NTH,DEF,North Melbourne,45016,298287.0,Ed,Vickers-Willis,North Melbourne,senior,33.0,1996-03-28,190.0,86.0,VIC,Sandringham Dragons,15.0,0.0,NTH
541,542,291550,Josh,Walker,9,345600,NTH,DEF,North Melbourne,42162,291550.0,Josh,Walker,North Melbourne,temporary,19.0,1992-11-12,197.0,100.0,VIC,Geelong Falcons,84.0,69.0,NTH
542,543,1005084,Will,Walker,9,154900,NTH,FWD,North Melbourne,48213,1005084.0,Will,Walker,North Melbourne,senior,27.0,1999-03-30,186.0,78.0,VIC,Sandringham Dragons,4.0,4.0,NTH
543,544,295256,Marley,Williams,9,334800,NTH,DEF,North Melbourne,42356,295256.0,Marley,Williams,North Melbourne,senior,2.0,1993-07-22,181.0,83.0,WA,Claremont,119.0,11.0,NTH
544,545,295340,Mason,Wood,9,356300,NTH,FWD,North Melbourne,43071,295340.0,Mason,Wood,North Melbourne,senior,32.0,1993-09-13,192.0,87.0,VIC,Geelong Falcons,57.0,73.0,NTH
545,546,1004965,Tristan,Xerri,9,123900,NTH,RUC FWD,North Melbourne,48171,1004965.0,Tristan,Xerri,North Melbourne,senior,38.0,1999-03-15,201.0,94.0,VIC,Western Jets,0.0,0.0,NTH
546,547,280944,Jack,Ziebell,9,493400,NTH,FWD MID,North Melbourne,40006,280944.0,Jack,Ziebell,North Melbourne,senior,7.0,1991-02-28,188.0,89.0,VIC,Murray Bushrangers,210.0,162.0,NTH
547,548,998484,Cameron,Zurhaar,9,353800,NTH,FWD,North Melbourne,47103,998484.0,Cameron,Zurhaar,North Melbourne,senior,44.0,1998-05-22,189.0,90.0,WA,East Fremantle,28.0,30.0,NTH
548,549,297354,Karl,Amon,11,418500,PTA,MID,Port Adelaide,44054,297354.0,Karl,Amon,Port Adelaide,senior,15.0,1995-08-19,181.0,71.0,VIC,Sandringham Dragons,59.0,31.0,PTA
549,550,998126,Joe,Atley,11,215000,PTA,MID,Port Adelaide,47037,998126.0,Joe,Atley,Port Adelaide,senior,30.0,1998-08-04,186.0,84.0,VIC,Bendigo Pioneers,4.0,0.0,PTA
550,551,1009191,Miles,Bergman,11,148800,PTA,FWD,Port Adelaide,49918,1009191.0,Miles,Bergman,Port Adelaide,senior,14.0,2001-10-18,186.0,75.0,VIC,Sandringham Dragons,,,PTA
551,552,250365,Travis,Boak,11,582300,PTA,MID,Port Adelaide,39533,250365.0,Travis,Boak,Port Adelaide,senior,10.0,1988-08-01,183.0,85.0,VIC,Geelong Falcons,264.0,171.0,PTA
552,553,994599,Riley,Bonner,11,375500,PTA,DEF,Port Adelaide,46022,994599.0,Riley,Bonner,Port Adelaide,senior,26.0,1997-03-07,190.0,85.0,SA,West Adelaide,42.0,8.0,PTA
553,554,1008531,Trent,Burgoyne,11,102400,PTA,FWD,Port Adelaide,49980,1008531.0,Trent,Burgoyne,Port Adelaide,rookie,31.0,2001-10-02,178.0,67.0,SA,Woodville-West Torrens,,,PTA
554,555,992128,Ryan,Burton,11,401800,PTA,DEF,Port Adelaide,46017,992128.0,Ryan,Burton,Port Adelaide,senior,3.0,1997-01-31,191.0,90.0,SA,North Adelaide,63.0,9.0,PTA
555,556,1006121,Zak,Butters,11,328700,PTA,FWD,Port Adelaide,49024,1006121.0,Zak,Butters,Port Adelaide,senior,18.0,2000-09-08,181.0,71.0,VIC,Western Jets,19.0,12.0,PTA
556,557,991930,Darcy,Byrne-Jones,11,473400,PTA,DEF,Port Adelaide,44039,991930.0,Darcy,Byrne-Jones,Port Adelaide,senior,33.0,1995-09-20,181.0,75.0,VIC,Oakleigh Chargers,86.0,6.0,PTA
557,558,294504,Tom,Clurey,11,401800,PTA,DEF,Port Adelaide,43016,294504.0,Tom,Clurey,Port Adelaide,senior,17.0,1994-03-23,193.0,88.0,VIC,Murray Bushrangers,81.0,0.0,PTA
558,559,1002355,Tobin,Cox,11,123900,PTA,FWD,Port Adelaide,49108,1002355.0,Tobin,Cox,Port Adelaide,rookie,47.0,1999-07-15,181.0,73.0,SA,Glenelg,,,PTA
559,560,280711,Charlie,Dixon,11,350600,PTA,FWD,Port Adelaide,41153,280711.0,Charlie,Dixon,Port Adelaide,senior,22.0,1990-09-23,200.0,105.0,QLD,Redland,135.0,212.0,PTA
560,561,1000972,Willem,Drew,11,392600,PTA,MID,Port Adelaide,47010,1000972.0,Willem,Drew,Port Adelaide,senior,28.0,1998-10-01,188.0,78.0,VIC,North Ballarat Rebels,10.0,2.0,PTA
561,562,1006096,Xavier,Duursma,11,401600,PTA,MID,Port Adelaide,49014,1006096.0,Xavier,Duursma,Port Adelaide,senior,21.0,2000-07-07,186.0,73.0,VIC,Gippsland Power,20.0,11.0,PTA
562,563,261911,Brad,Ebert,11,415200,PTA,FWD,Port Adelaide,39664,261911.0,Brad,Ebert,Port Adelaide,senior,7.0,1990-04-02,189.0,90.0,SA,Port Adelaide Magpies,246.0,129.0,PTA
563,564,1002253,Kane,Farrell,11,237400,PTA,FWD,Port Adelaide,48101,1002253.0,Kane,Farrell,Port Adelaide,senior,24.0,1999-03-17,182.0,74.0,VIC,Bendigo Pioneers,12.0,17.0,PTA
564,565,999320,Martin,Frederick,11,123900,PTA,DEF,Port Adelaide,49127,999320.0,Martin,Frederick,Port Adelaide,rookie,45.0,2000-05-17,178.0,74.0,SA,Woodville-West Torrens,,,PTA
565,566,998321,Joel,Garner,11,219400,PTA,DEF,Port Adelaide,48147,998321.0,Joel,Garner,Port Adelaide,senior,27.0,1999-05-21,184.0,83.0,VIC,Eastern Ranges,4.0,0.0,PTA
566,567,1010174,Mitchell,Georgiades,11,130800,PTA,FWD,Port Adelaide,49922,1010174.0,Mitch,Georgiades,Port Adelaide,senior,19.0,2001-09-28,191.0,78.0,WA,Subiaco,,,PTA
567,568,261396,Robbie,Gray,11,453000,PTA,FWD MID,Port Adelaide,39536,261396.0,Robbie,Gray,Port Adelaide,senior,9.0,1988-03-30,183.0,84.0,VIC,Oakleigh,216.0,313.0,PTA
568,569,1004829,Riley,Grundy,11,102400,PTA,DEF,Port Adelaide,49100,1004829.0,Riley,Grundy,Port Adelaide,rookie,41.0,2000-07-28,194.0,84.0,SA,Sturt,,,PTA
569,570,261892,Hamish,Hartlett,11,434900,PTA,DEF,Port Adelaide,40004,261892.0,Hamish,Hartlett,Port Adelaide,senior,8.0,1990-08-14,185.0,83.0,SA,West Adelaide,164.0,73.0,PTA
570,571,1002248,Sam,Hayes,11,123900,PTA,RUC,Port Adelaide,48172,1002248.0,Sam,Hayes,Port Adelaide,senior,25.0,1999-06-09,203.0,93.0,VIC,Eastern Ranges,0.0,0.0,PTA
571,572,994295,Dan,Houston,11,484800,PTA,DEF MID,Port Adelaide,46035,994295.0,Dan,Houston,Port Adelaide,senior,5.0,1997-05-12,186.0,83.0,VIC,Oakleigh Chargers,60.0,10.0,PTA
572,573,292145,Tom,Jonas,11,417500,PTA,DEF,Port Adelaide,42180,292145.0,Tom,Jonas,Port Adelaide,senior,1.0,1991-01-09,188.0,89.0,SA,Norwood,139.0,1.0,PTA
573,574,997142,Peter,Ladhams,11,326700,PTA,RUC FWD,Port Adelaide,47032,997142.0,Peter,Ladhams,Port Adelaide,senior,38.0,1998-01-14,202.0,95.0,SA,Norwood,5.0,2.0,PTA
574,575,293987,Jarrod,Lienert,11,401500,PTA,DEF,Port Adelaide,47118,293987.0,Jarrod,Lienert,Port Adelaide,senior,40.0,1994-08-05,195.0,88.0,SA,Sturt,13.0,0.0,PTA
575,576,290746,Scott,Lycett,11,550600,PTA,RUC,Port Adelaide,42013,290746.0,Scott,Lycett,Port Adelaide,senior,29.0,1992-09-26,203.0,98.0,SA,Port Magpies,93.0,51.0,PTA
576,577,1004998,Todd,Marshall,11,286200,PTA,FWD,Port Adelaide,47005,1004998.0,Todd,Marshall,Port Adelaide,senior,4.0,1998-10-08,198.0,87.0,NSW,Murray Bushrangers,20.0,22.0,PTA
577,578,293603,Sam,Mayes,11,213500,PTA,MID,Port Adelaide,43005,293603.0,Sam,Mayes,Port Adelaide,senior,32.0,1994-05-20,187.0,84.0,SA,North Adelaide,101.0,26.0,PTA
578,579,290527,Trent,McKenzie,11,298700,PTA,DEF,Port Adelaide,41168,290527.0,Trent,McKenzie,Port Adelaide,senior,12.0,1992-04-03,191.0,83.0,VIC,Western Jets,108.0,22.0,PTA
579,580,1005326,Jackson,Mead,11,117300,PTA,MID,Port Adelaide,49929,1005326.0,Jackson,Mead,Port Adelaide,senior,44.0,2001-09-30,184.0,83.0,SA,Woodville-West Torrens,,,PTA
580,581,280990,Steven,Motlop,11,338600,PTA,FWD,Port Adelaide,40109,280990.0,Steven,Motlop,Port Adelaide,senior,6.0,1991-03-12,183.0,76.0,NT,Wanderers,168.0,192.0,PTA
581,582,1009389,Jake,Pasini,11,117400,PTA,DEF,Port Adelaide,49974,1009389.0,Jake,Pasini,Port Adelaide,rookie,48.0,2001-02-06,192.0,81.0,WA,Swan Districts,,,PTA
582,583,1002392,Jake,Patmore,11,123900,PTA,FWD MID,Port Adelaide,48183,1002392.0,Jake,Patmore,Port Adelaide,senior,37.0,1999-01-29,181.0,72.0,WA,Claremont,0.0,0.0,PTA
583,584,993979,Sam,Powell-Pepper,11,403300,PTA,FWD MID,Port Adelaide,47017,993979.0,Sam,Powell-Pepper,Port Adelaide,senior,2.0,1998-01-08,187.0,91.0,WA,East Perth,57.0,31.0,PTA
584,585,270919,Tom,Rockliff,11,495400,PTA,MID,Port Adelaide,40026,270919.0,Tom,Rockliff,Port Adelaide,senior,11.0,1990-02-22,185.0,85.0,VIC,Murray Bushrangers,190.0,96.0,PTA
585,586,1001299,Connor,Rozee,11,422100,PTA,FWD,Port Adelaide,49016,1001299.0,Connor,Rozee,Port Adelaide,senior,20.0,2000-01-22,185.0,74.0,SA,North Adelaide,22.0,29.0,PTA
586,587,290733,Cameron,Sutcliffe,11,223300,PTA,FWD,Port Adelaide,42324,290733.0,Cameron,Sutcliffe,Port Adelaide,senior,50.0,1992-05-23,186.0,87.0,SA,Woodville-West Torrens,108.0,22.0,PTA
587,588,280972,Jack,Watts,11,307900,PTA,DEF,Port Adelaide,40001,280972.0,Jack,Watts,Port Adelaide,senior,23.0,1991-03-26,196.0,88.0,VIC,Sandringham Dragons,174.0,161.0,PTA
588,589,260750,Justin,Westhoff,11,435500,PTA,FWD MID,Port Adelaide,39537,260750.0,Justin,Westhoff,Port Adelaide,senior,39.0,1986-10-01,199.0,96.0,SA,Central Districts,268.0,303.0,PTA
589,590,1009195,Dylan,Williams,11,117300,PTA,MID FWD,Port Adelaide,49927,1009195.0,Dylan,Williams,Port Adelaide,senior,34.0,2001-07-01,185.0,79.0,VIC,Oakleigh Chargers,,,PTA
590,591,294318,Ollie,Wines,11,479700,PTA,MID,Port Adelaide,43006,294318.0,Ollie,Wines,Port Adelaide,senior,16.0,1994-10-07,187.0,89.0,VIC,Bendigo Pioneers,141.0,63.0,PTA
591,592,999346,Boyd,Woodcock,11,102400,PTA,FWD,Port Adelaide,49101,999346.0,Boyd,Woodcock,Port Adelaide,rookie,36.0,2000-03-05,174.0,70.0,SA,North Adelaide,,,PTA
592,593,992786,Jake,Aarts,12,123900,RIC,FWD,Richmond,49113,992786.0,Jake,Aarts,Richmond,rookie,39.0,1994-12-08,177.0,75.0,VIC,Richmond VFL,,,RIC
593,594,290198,David,Astbury,12,363800,RIC,DEF,Richmond,41040,290198.0,David,Astbury,Richmond,senior,12.0,1991-02-26,195.0,96.0,VIC,North Ballarat Rebels,126.0,9.0,RIC
594,595,1000223,Liam,Baker,12,403900,RIC,DEF FWD,Richmond,48231,1000223.0,Liam,Baker,Richmond,rookie,7.0,1998-01-27,173.0,72.0,WA,Subiaco,19.0,9.0,RIC
595,596,1002245,Noah,Balta,12,257700,RIC,RUC FWD,Richmond,48005,1002245.0,Noah,Balta,Richmond,senior,21.0,1999-10-23,194.0,100.0,VIC,Calder Cannons,13.0,6.0,RIC
596,597,993993,Shai,Bolton,12,379100,RIC,FWD,Richmond,47019,993993.0,Shai,Bolton,Richmond,senior,29.0,1998-12-08,175.0,77.0,WA,South Fremantle,25.0,17.0,RIC
597,598,295203,Nathan,Broad,12,294800,RIC,DEF,Richmond,46099,295203.0,Nathan,Broad,Richmond,senior,35.0,1993-04-15,192.0,89.0,WA,Swan Districts,51.0,1.0,RIC
598,599,290623,Josh,Caddy,12,407300,RIC,FWD MID,Richmond,42018,290623.0,Josh,Caddy,Richmond,senior,22.0,1992-09-28,186.0,87.0,VIC,Northern Knights,152.0,157.0,RIC
599,600,991933,Jason,Castagna,12,360700,RIC,FWD,Richmond,45057,991933.0,Jason,Castagna,Richmond,senior,11.0,1996-07-12,181.0,82.0,VIC,Northern Knights,73.0,78.0,RIC
600,601,994077,Mabior,Chol,12,316200,RIC,RUC FWD,Richmond,46040,994077.0,Mabior,Chol,Richmond,rookie,41.0,1997-01-29,200.0,91.0,QLD,Yeronga,10.0,9.0,RIC
601,602,1000061,Callum,Coleman-Jones,12,195500,RIC,RUC FWD,Richmond,48100,1000061.0,Callum,Coleman-Jones,Richmond,senior,40.0,1999-06-13,200.0,102.0,SA,Sturt,1.0,0.0,RIC
602,603,1008297,Riley,Collier-Dawkins,12,123900,RIC,MID,Richmond,49020,1008297.0,Riley,Collier-Dawkins,Richmond,senior,26.0,2000-02-03,189.0,89.0,VIC,Oakleigh Chargers,,,RIC
603,604,270896,Trent,Cotchin,12,429500,RIC,MID,Richmond,39654,270896.0,Trent,Cotchin,Richmond,senior,9.0,1990-04-07,185.0,86.0,VIC,Northern Knights,231.0,125.0,RIC
604,605,1009308,Noah,Cumberland,12,117300,RIC,MID FWD,Richmond,49947,1009308.0,Noah,Cumberland,Richmond,senior,38.0,2001-03-15,183.0,79.0,QLD,Brisbane Academy,,,RIC
605,606,1009226,Thomson,Dow,12,117300,RIC,MID,Richmond,49925,1009226.0,Thomson,Dow,Richmond,senior,27.0,2001-10-16,182.0,72.0,VIC,Bendigo Pioneers,,,RIC
606,607,260930,Shane,Edwards,12,458000,RIC,DEF MID,Richmond,39540,260930.0,Shane,Edwards,Richmond,senior,10.0,1988-10-25,182.0,80.0,SA,Nth Adelaide,252.0,160.0,RIC
607,608,1006276,Derek,Eggmolesse-Smith,12,202000,RIC,DEF,Richmond,48239,1006276.0,Derek,Smith,Richmond,rookie,43.0,1998-05-04,180.0,80.0,NT,Bendigo Pioneers,2.0,0.0,RIC
608,609,1006536,Luke,English,12,123900,RIC,FWD MID,Richmond,49091,1006536.0,Luke,English,Richmond,senior,32.0,2000-08-20,182.0,80.0,WA,Perth,,,RIC
609,610,998218,Ryan,Garthwaite,12,244400,RIC,DEF,Richmond,47094,998218.0,Ryan,Garthwaite,Richmond,senior,42.0,1998-06-30,192.0,91.0,VIC,Murray Bushrangers,9.0,0.0,RIC
610,611,990827,Jack,Graham,12,418900,RIC,MID,Richmond,47027,990827.0,Jack,Graham,Richmond,senior,34.0,1998-02-25,181.0,82.0,SA,North Adelaide,37.0,19.0,RIC
611,612,280819,Dylan,Grimes,12,399500,RIC,DEF,Richmond,41058,280819.0,Dylan,Grimes,Richmond,senior,2.0,1991-07-16,193.0,90.0,VIC,Northern Knights,148.0,3.0,RIC
612,613,1002227,Jack,Higgins,12,358800,RIC,FWD,Richmond,48141,1002227.0,Jack,Higgins,Richmond,senior,13.0,1999-03-19,177.0,78.0,VIC,Oakleigh Chargers,33.0,24.0,RIC
613,614,250312,Bachar,Houli,12,571600,RIC,DEF,Richmond,39510,250312.0,Bachar,Houli,Richmond,senior,14.0,1988-05-12,180.0,83.0,VIC,Western Jets,204.0,42.0,RIC
614,615,290032,Kane,Lambert,12,477900,RIC,FWD,Richmond,45180,290032.0,Kane,Lambert,Richmond,senior,23.0,1991-11-26,178.0,77.0,VIC,Williamstown,92.0,59.0,RIC
615,616,293813,Tom J.,Lynch,12,388800,RIC,FWD,Richmond,42026,293813.0,Tom J.,Lynch,Richmond,senior,19.0,1992-10-31,199.0,99.0,VIC,Dandenong Stingrays,153.0,308.0,RIC
616,617,298358,Oleg,Markov,12,184400,RIC,MID,Richmond,45062,298358.0,Oleg,Markov,Richmond,senior,31.0,1996-05-08,188.0,82.0,SA,North Adelaide,17.0,3.0,RIC
617,618,290847,Dustin,Martin,12,543000,RIC,FWD MID,Richmond,41008,290847.0,Dustin,Martin,Richmond,senior,4.0,1991-06-26,187.0,93.0,VIC,Bendigo Pioneers,221.0,238.0,RIC
618,619,1009313,Will,Martyn,12,117300,RIC,MID,Richmond,49948,1009313.0,Will,Martyn,Richmond,senior,36.0,2001-03-29,184.0,79.0,QLD,Brisbane Academy,,,RIC
619,620,294592,Kamdyn,McIntosh,12,343800,RIC,MID,Richmond,43070,294592.0,Kamdyn,McIntosh,Richmond,senior,33.0,1994-04-03,191.0,91.0,WA,Peel Thunder,90.0,26.0,RIC
620,621,1002403,Ben,Miller,12,123900,RIC,DEF,Richmond,48202,1002403.0,Ben,Miller,Richmond,senior,46.0,1999-08-31,195.0,95.0,WA,Subiaco,0.0,0.0,RIC
621,622,1002231,Patrick,Naish,12,236200,RIC,MID,Richmond,48144,1002231.0,Patrick,Naish,Richmond,senior,6.0,1999-01-15,182.0,75.0,VIC,Northern Knights,2.0,1.0,RIC
622,623,298174,Toby,Nankervis,12,404300,RIC,RUC,Richmond,44044,298174.0,Toby,Nankervis,Richmond,senior,25.0,1994-08-12,199.0,102.0,TAS,North Launceston,68.0,25.0,RIC
623,624,1006193,Bigoa,Nyuon,12,117300,RIC,DEF RUC,Richmond,49958,1006193.0,Bigoa,Nyuon,Richmond,senior,47.0,2001-05-18,196.0,86.0,VIC,Dandenong Stingrays,,,RIC
