,sc_id,sc_feed_id,sc_first_name,sc_last_name,sc_team_id,sc_price,sc_team,sc_position,sc_long_team,fanfooty_player_id,fanfooty_afl_player_id,fanfooty_first_name,fanfooty_surname,fanfooty_team,fanfooty_status,fanfooty_number,fanfooty_birth_date,fanfooty_height,fanfooty_weight,fanfooty_state_of_origin,fanfooty_recruited_from,fanfooty_games,fanfooty_goals,short_team
756,758,1008280,Ed,Richards,15,264400,WBD,FWD MID,Western Bulldogs,48211,1008280.0,Ed,Richards,Western Bulldogs,senior,20.0,1999-07-03,185.0,79.0,VIC,Oakleigh Chargers,40.0,16.0,WBD
757,759,993841,Josh,Schache,15,309500,WBD,FWD,Western Bulldogs,46002,993841.0,Josh,Schache,Western Bulldogs,senior,13.0,1997-08-21,199.0,94.0,VIC,Murray Bushrangers,53.0,65.0,WBD
758,760,1006130,Bailey,Smith,15,415900,WBD,FWD MID,Western Bulldogs,49006,1006130.0,Bailey,Smith,Western Bulldogs,senior,6.0,2000-12-07,185.0,80.0,VIC,Sandringham Dragons,22.0,11.0,WBD
759,761,992054,Roarke,Smith,15,258000,WBD,FWD MID,Western Bulldogs,45151,992054.0,Roarke,Smith,Western Bulldogs,rookie,37.0,1996-09-11,181.0,81.0,VIC,Calder Cannons,17.0,4.0,WBD
760,762,270732,Matthew,Suckling,15,454000,WBD,DEF,Western Bulldogs,39592,270732.0,Matt,Suckling,Western Bulldogs,senior,1.0,1988-07-25,187.0,85.0,NSW,Wagga Tigers,170.0,81.0,WBD
761,763,992330,Jordon,Sweet,15,123900,WBD,RUC,Western Bulldogs,49116,992330.0,Jordon,Sweet,Western Bulldogs,rookie,41.0,1998-02-02,203.0,106.0,SA,North Adelaide,,,WBD
762,764,280013,Jackson,Trengove,15,354000,WBD,DEF,Western Bulldogs,40009,280013.0,Jackson,Trengove,Western Bulldogs,senior,8.0,1990-11-02,197.0,97.0,VIC,Calder Cannons,185.0,35.0,WBD
763,765,1005000,Laitham,Vandermeer,15,123900,WBD,FWD MID,Western Bulldogs,49074,1005000.0,Laitham,Vandermeer,Western Bulldogs,senior,23.0,1999-02-03,180.0,77.0,VIC,Murray Bushrangers,,,WBD
764,766,291545,Mitch,Wallis,15,454500,WBD,FWD MID,Western Bulldogs,42023,291545.0,Mitch,Wallis,Western Bulldogs,senior,3.0,1992-10-24,186.0,85.0,VIC,Calder Cannons,133.0,76.0,WBD
765,767,1011803,Cody,Weightman,15,144300,WBD,FWD,Western Bulldogs,49919,1011803.0,Cody,Weightman,Western Bulldogs,senior,19.0,2001-01-15,177.0,73.0,VIC,Dandenong Stingrays,,,WBD
766,768,1006127,Rhylee,West,15,231300,WBD,FWD,Western Bulldogs,49013,1006127.0,Rhylee,West,Western Bulldogs,senior,14.0,2000-07-12,181.0,82.0,VIC,Calder Cannons,2.0,2.0,WBD
767,769,992351,Bailey,Williams,15,300500,WBD,DEF,Western Bulldogs,46088,992351.0,Bailey,Williams,Western Bulldogs,senior,34.0,1997-10-10,187.0,85.0,SA,Glenelg,41.0,7.0,WBD
768,770,281139,Easton,Wood,15,289800,WBD,DEF,Western Bulldogs,39671,281139.0,Easton,Wood,Western Bulldogs,senior,10.0,1989-09-04,187.0,86.0,VIC,Camperdown,158.0,18.0,WBD
769,771,1004909,Lachlan,Young,15,219100,WBD,DEF,Western Bulldogs,49105,1004909.0,Lachie,Young,Western Bulldogs,rookie,40.0,1999-04-06,189.0,81.0,VIC,Mt Eliza,6.0,0.0,WBD
770,772,997316,Lewis,Young,15,267200,WBD,DEF,Western Bulldogs,47080,997316.0,Lewis,Young,Western Bulldogs,senior,2.0,1998-12-20,197.0,96.0,SA,Sturt,13.0,0.0,WBD
771,773,291947,Brendon,Ah Chee,16,266100,WCE,MID,West Coast,42333,291947.0,Brendon,Ah Chee,West Coast,rookie,41.0,1993-12-21,189.0,88.0,WA,South Fremantle,36.0,20.0,WCE
772,774,1004356,Brayden,Ainsworth,16,205300,WCE,MID,West Coast,48189,1004356.0,Brayden,Ainsworth,West Coast,senior,33.0,1998-11-21,184.0,80.0,WA,Subiaco,3.0,1.0,WCE
773,775,1004385,Oscar,Allen,16,357900,WCE,FWD,West Coast,48199,1004385.0,Oscar,Allen,West Coast,senior,12.0,1999-03-19,192.0,87.0,WA,West Perth,23.0,20.0,WCE
774,776,990290,Tom,Barrass,16,424500,WCE,DEF,West Coast,44091,990290.0,Tom,Barrass,West Coast,senior,37.0,1995-10-08,196.0,96.0,WA,Claremont,63.0,0.0,WCE
775,777,1002300,Jarrod,Brander,16,133000,WCE,DEF FWD,West Coast,48007,1002300.0,Jarrod,Brander,West Coast,senior,10.0,1999-02-11,195.0,92.0,VIC,Bendigo Pioneers,3.0,0.0,WCE
776,778,998107,Hamish,Brayshaw,16,102400,WCE,MID,West Coast,48222,998107.0,Hamish,Brayshaw,West Coast,rookie,22.0,1998-02-09,187.0,90.0,VIC,Sandringham Dragons,0.0,0.0,WCE
777,779,1005793,Jarrod,Cameron,16,278600,WCE,FWD,West Coast,49054,1005793.0,Jarrod,Cameron,West Coast,senior,39.0,2000-05-03,182.0,70.0,WA,Swan Districts,7.0,11.0,WCE
778,780,993820,Thomas,Cole,16,311500,WCE,DEF,West Coast,46019,993820.0,Tom,Cole,West Coast,senior,28.0,1997-05-28,186.0,81.0,VIC,Bendigo Pioneers,41.0,0.0,WCE
779,781,290826,Jamie,Cripps,16,413700,WCE,FWD,West Coast,42036,290826.0,Jamie,Cripps,West Coast,senior,15.0,1992-04-23,183.0,84.0,WA,East Fremantle,161.0,207.0,WCE
780,782,290838,Jack,Darling,16,458900,WCE,FWD,West Coast,42005,290838.0,Jack,Darling,West Coast,senior,27.0,1992-06-13,191.0,95.0,WA,West Perth,194.0,373.0,WCE
781,783,298268,Liam,Duggan,16,353000,WCE,DEF,West Coast,45020,298268.0,Liam,Duggan,West Coast,senior,14.0,1996-12-11,184.0,83.0,VIC,Western Jets,85.0,9.0,WCE
782,784,1011437,Harry,Edwards,16,123900,WCE,DEF,West Coast,49114,1011437.0,Harry,Edwards,West Coast,rookie,42.0,2000-10-01,197.0,87.0,WA,Swan Districts,,,WCE
783,785,1005599,Luke,Foley,16,123900,WCE,DEF,West Coast,49038,1005599.0,Luke,Foley,West Coast,senior,29.0,1999-10-08,188.0,75.0,WA,Subiaco,,,WCE
784,786,290801,Andrew,Gaff,16,583200,WCE,MID,West Coast,42010,290801.0,Andrew,Gaff,West Coast,senior,3.0,1992-06-16,183.0,85.0,VIC,Oakleigh Chargers,195.0,68.0,WCE
785,787,294266,Tom,Hickey,16,425700,WCE,RUC,West Coast,42065,294266.0,Tom,Hickey,West Coast,senior,16.0,1991-03-06,201.0,96.0,QLD,Morningside  ,97.0,31.0,WCE
786,788,240283,Shannon,Hurn,16,562200,WCE,DEF,West Coast,2035,240283.0,Shannon,Hurn,West Coast,senior,25.0,1987-09-04,187.0,95.0,SA,Central District,267.0,50.0,WCE
787,789,281052,Mark,Hutchings,16,274200,WCE,MID,West Coast,41025,281052.0,Mark,Hutchings,West Coast,senior,34.0,1991-05-25,182.0,83.0,WA,East Perth,111.0,46.0,WCE
788,790,1011243,Callum,Jamieson,16,117300,WCE,RUC,West Coast,49953,1011243.0,Callum,Jamieson,West Coast,senior,40.0,2000-07-31,200.0,81.0,WA,Claremont,,,WCE
789,791,281281,Lewis,Jetta,16,382600,WCE,DEF,West Coast,41022,281281.0,Lewis,Jetta,West Coast,senior,23.0,1989-05-04,182.0,80.0,WA,Swan Districts,193.0,114.0,WCE
790,792,1011464,Ben,Johnson,16,117300,WCE,DEF,West Coast,49962,1011464.0,Ben,Johnson,West Coast,senior,38.0,2001-03-06,180.0,65.0,WA,West Perth,,,WCE
791,793,295898,Tim,Kelly,16,561800,WCE,MID,West Coast,48214,295898.0,Tim,Kelly,West Coast,senior,11.0,1994-07-26,182.0,81.0,WA,South Fremantle,45.0,42.0,WCE
792,794,240406,Josh J.,Kennedy,16,335600,WCE,FWD,West Coast,2022,240406.0,Josh J.,Kennedy,West Coast,senior,17.0,1987-08-25,196.0,102.0,WA,East Fremantle,241.0,606.0,WCE
793,795,294859,Jeremy,McGovern,16,475300,WCE,DEF,West Coast,42193,294859.0,Jeremy,McGovern,West Coast,senior,20.0,1992-04-15,196.0,99.0,WA,Claremont,124.0,36.0,WCE
794,796,271045,Nic,Naitanui,16,457800,WCE,RUC,West Coast,40002,271045.0,Nic,Naitanui,West Coast,senior,9.0,1990-05-04,201.0,110.0,WA,Swan Districts,164.0,102.0,WCE
795,797,298298,Jackson,Nelson,16,272000,WCE,DEF,West Coast,45051,298298.0,Jackson,Nelson,West Coast,senior,30.0,1996-03-15,187.0,85.0,VIC,Geelong Falcons,53.0,1.0,WCE
796,798,1009353,Mitchell,O'Neill,16,102400,WCE,MID,West Coast,49994,1009353.0,Mitchell,O'Neill,West Coast,rookie,45.0,2001-02-21,178.0,69.0,TAS,Tasmania Devils,,,WCE
797,799,1008282,Xavier,O'Neill,16,123900,WCE,MID,West Coast,49072,1008282.0,Xavier,O'Neill,West Coast,senior,24.0,2000-08-03,185.0,81.0,VIC,Oakleigh Chargers,,,WCE
798,800,1006550,Jack,Petruccelle,16,276400,WCE,FWD,West Coast,48152,1006550.0,Jack,Petruccelle,West Coast,senior,21.0,1999-04-12,185.0,80.0,VIC,Northern Knights,22.0,22.0,WCE
799,801,281373,Jack,Redden,16,485400,WCE,MID,West Coast,40110,281373.0,Jack,Redden,West Coast,senior,8.0,1990-12-09,190.0,85.0,SA,Glenelg,209.0,71.0,WCE
800,802,296225,Willie,Rioli,16,374700,WCE,FWD,West Coast,47083,296225.0,Willie,Rioli,West Coast,senior,44.0,1995-06-04,175.0,77.0,SA,Glenelg,37.0,45.0,WCE
801,803,997823,Josh,Rotham,16,274800,WCE,DEF,West Coast,47030,997823.0,Josh,Rotham,West Coast,senior,35.0,1998-02-25,193.0,86.0,WA,West Perth,4.0,0.0,WCE
802,804,1004364,Liam,Ryan,16,334700,WCE,FWD,West Coast,48215,1004364.0,Liam,Ryan,West Coast,senior,1.0,1996-10-02,179.0,72.0,WA,Claremont,35.0,46.0,WCE
803,805,261214,Will,Schofield,16,242600,WCE,DEF,West Coast,39554,261214.0,Will,Schofield,West Coast,senior,31.0,1989-01-24,196.0,94.0,VIC,Geelong Falcons,188.0,22.0,WCE
804,806,296296,Dom,Sheed,16,516100,WCE,MID,West Coast,44010,296296.0,Dom,Sheed,West Coast,senior,4.0,1995-04-10,185.0,87.0,WA,Subiaco,100.0,46.0,WCE
805,807,281080,Brad,Sheppard,16,455700,WCE,DEF,West Coast,41026,281080.0,Brad,Sheppard,West Coast,senior,5.0,1991-05-23,187.0,85.0,WA,East Perth,176.0,17.0,WCE
806,808,280078,Luke,Shuey,16,548200,WCE,MID,West Coast,40034,280078.0,Luke,Shuey,West Coast,senior,13.0,1990-06-02,183.0,90.0,VIC,Oakleigh Chargers,199.0,136.0,WCE
807,809,1001412,Anthony,Treacy,16,112900,WCE,FWD,West Coast,49976,1001412.0,Anthony,Treacy,West Coast,rookie,43.0,1997-04-12,182.0,65.0,WA,Claremont,,,WCE
808,810,280959,Nathan,Vardy,16,288800,WCE,RUC,West Coast,41014,280959.0,Nathan,Vardy,West Coast,senior,19.0,1991-06-25,200.0,98.0,VIC,Gippsland Power,67.0,41.0,WCE
809,811,998414,Daniel,Venables,16,233800,WCE,FWD,West Coast,47015,998414.0,Daniel,Venables,West Coast,senior,18.0,1998-11-19,187.0,84.0,VIC,Western Jets,21.0,11.0,WCE
810,812,996554,Jake,Waterman,16,301600,WCE,FWD,West Coast,47055,996554.0,Jake,Waterman,West Coast,senior,2.0,1998-05-06,191.0,92.0,WA,Perth,27.0,26.0,WCE
811,813,298474,Francis,Watson,16,218300,WCE,DEF,West Coast,47140,298474.0,Francis,Watson,West Coast,rookie,26.0,1995-09-29,187.0,81.0,WA,Claremont,2.0,0.0,WCE
812,814,1006114,Bailey,Williams,16,123900,WCE,DEF,West Coast,49011,1006114.0,Bailey J.,Williams,West Coast,senior,32.0,2000-04-17,199.0,95.0,VIC,Dandenong Stingrays,,,WCE
813,815,292128,Elliot,Yeo,16,584400,WCE,MID,West Coast,42317,292128.0,Elliot,Yeo,West Coast,senior,6.0,1993-10-01,190.0,89.0,WA,East Fremantle,153.0,70.0,WCE
814,816,291773,Jack,Newnes,3,386400,CAR,MID,Carlton,42337,291773.0,Jack,Newnes,Carlton,senior,32.0,1993-02-24,186.0,82.0,VIC,Northern Knights,155.0,55.0,CAR
