Geelong,Cats,Port Adelaide,Power,QF,13.18.96,12.8.80, Full Time
Sep 13,2013,7.50,MCG,Seven,,10402501,geel-v-port,0,Fine,22,,

<em style='color:#000'>hawkamania</em>: are the stats working tonight?<br><em style='color:#000'>J.Worrall</em>: No one home?<br><em style='color:#000;margin-bottom:-2px'><b class="ticon tSK"></b> itsduftime</em>: hello<br><em style='color:#000'>J.Worrall</em>: mintoy?<br><em style='color:#000'>FlagDog</em>: Whats going on....<br><em style='color:#000'>Khunt1vote</em>: Bollocks<br><em style='color:#000;margin-bottom:-2px'><b class="ticon tKA"></b> colmullet</em>: wake up fanfooty! lol<br><em style='color:#000;margin-bottom:-2px'><b class="ticon tCA"></b> tezzer_j</em>: hello<br><em style='color:#000;margin-bottom:-2px'><b class="ticon tGE"></b> twsherrin</em>: C'mon Cats!<br><em style='color:#000'>J.Worrall</em>: Subs: Taylor Hunt (@GeelongCats) and Aaron Young (@PAFC)<br><em style='color:#000'>J.Worrall</em>: It's duck season - go Selwood!<br>
200039,Paul,Chapman,GE,34,113,136,142,90,116,13,7,4,6,0,1,1,4,2, Full Time,,,,,0,117,0,116,Forward Centre,35,6,84.7,95.7,2.73,1.56
220058,James,Kelly,GE,30,113,117,145,90,126,11,17,7,7,0,0,1,0,0, Full Time,,,,,0,93,0,84,Centre,9,17,95.6,90.8,0.58,0.43
220007,Jimmy,Bartel,GE,27,104,117,133,80,104,12,9,5,6,0,3,0,1,2, Full Time,,,,,0,55,0,66,Forward Centre,3,21,95,106.1,35.55,39.34
220054,Steve,Johnson,GE,20,100,111,129,82,111,14,11,9,3,0,0,1,0,0, Full Time,,,,,0,150,0,111,Forward Centre,20,16,118.4,115.9,40.31,31.06
250321,Joel,Selwood,GE,25,99,129,122,81,111,10,17,3,5,0,3,1,1,0, Full Time,,,,,0,161,0,148,Centre,14,22,106.4,118.4,28.49,32.27
280990,Steven,Motlop,GE,20,95,117,118,73,98,18,7,1,2,0,2,0,2,2, Full Time,,,,,0,109,0,170,Forward,32,21,74.1,81.9,5.20,4.73
280918,Allen,Christensen,GE,15,92,99,115,72,96,14,10,3,3,0,3,0,1,0, Full Time,,,,,0,106,0,113,Forward Centre,28,18,86.8,92.8,2.22,2.35
281065,Mitch,Duncan,GE,19,85,79,107,71,92,10,9,6,3,0,2,1,1,2, Full Time,,,,,0,46,0,39,Centre,22,22,88.1,80.5,1.20,1.11
230214,Mathew,Stokes,GE,13,82,116,99,66,96,10,18,1,3,0,1,0,0,0, Full Time,,,,,0,76,0,64,Forward,27,21,94.7,97.3,14.11,6.07
230248,Andrew,Mackie,GE,13,82,60,108,63,84,13,5,7,3,0,0,0,0,0, Full Time,,,,,0,94,0,129,Back,4,22,82.9,87.4,8.04,5.44
250290,Travis,Varcoe,GE,14,76,79,96,59,82,9,11,3,4,0,1,0,0,1, Full Time,,,,,0,37,0,48,Forward Centre,5,11,55,55.9,7.45,7.22
280959,Nathan,Vardy,GE,16,74,78,92,61,74,5,5,5,4,17,1,0,0,0, Full Time,,,,,0,71,0,85,Ruck,30,7,56.4,68.7,4.38,5.71
200034,Joel,Corey,GE,15,69,96,85,59,83,10,11,2,2,1,1,2,1,1, Full Time,,,,,0,96,0,120,Centre,11,19,77.2,81.6,0.76,0.87
