Adelaide,Crows,Geelong,Cats,R14,0.0.0,0.0.0, Full Time
Jul 5,2015,3.20,Adelaide,Seven,,10441408,,0,Sunny,17,,
#####
<em style='margin-bottom:-2px'><b class="ticon tAD" title="RIP Phil Walsh"></b> cripdogs</em>: RIP walshy<br><em style='margin-bottom:-2px'><b class="ticon tAD" title="RIP Phil Walsh"></b> rosty63</em>: As a one eyed power supporter rivalry now seems insignificant, we will never give up we fly as one.Vale Philip Walsh.<br><em style='margin-bottom:-2px'><b class="ticon tAD" title="RIP Phil Walsh"></b> rosty63</em>: As a one eyed power supporter rivalry now seems insignificant, we will never give up we fly as one.Vale Philip Walsh.<br>
210016,Scott,Thompson,AD,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0, Q1 0:00,,,,,392600,109,523500,67,Midfielder,5,12,81.9,110.8,12.75,4.02,2.36,521000,84,,0,0,0,0,0
240060,Eddie,Betts,AD,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0, Q1 0:00,,,,,265800,44,389400,83,Forward,18,12,50.8,92,0.71,6.40,5.79,402000,104,,0,0,0,0,0
240370,Richard,Douglas,AD,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0, Q1 0:00,,,,,117900,,407600,100,Midfielder,26,0,0,85,0.12,0.24,0.31,466000,110,,0,0,0,0,0
250118,Nathan,van Berlo,AD,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0, Q1 0:00,,,,,117900,,311200,67,Midfielder,7,0,0,65.1,0.47,17.27,19.86,374000,67,,0,0,0,0,0
250362,David,Mackay,AD,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0, Q1 0:00,,,,,239300,81,331500,72,Midfielder,14,6,37.7,68.2,0.51,0.29,0.49,356000,86,,0,0,0,0,0
261384,Matthew,Wright,AD,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0, Q1 0:00,,,,,341300,42,340300,59,Forward,11,12,55.3,55.9,1.39,1.02,1.35,319000,42,,0,0,0,0,0
270811,Sam,Jacobs,AD,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0, Q1 0:00,,,,,523800,94,527000,118,Ruck,24,12,99.3,101.5,19.98,13.07,15.48,533000,104,,0,0,0,0,0
270917,Patrick,Dangerfield,AD,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0, Q1 0:00,,,,,586600,141,636000,158,Midfielder ,32,12,106.2,116.7,15.54,27.41,13.62,600000,128,,0,0,0,0,0
270938,Tom T.,Lynch,AD,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0, Q1 0:00,,,,,260800,,430300,89,Forward,27,0,0,85.5,0.34,1.18,2.56,455000,82,,0,0,0,0,0
280281,Brodie,Martin,AD,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0, Q1 0:00,,,,,326100,85,351600,,Back,36,12,66.4,61,0.43,0.30,0.40,362000,73,,0,0,0,0,0
280506,Taylor,Walker,AD,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0, Q1 0:00,,,,,102900,,353300,109,Forward,13,0,0,79.5,2.59,12.68,12.08,428000,102,,0,0,0,0,0
280934,Daniel,Talia,AD,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0, Q1 0:00,,,,,526000,88,248200,18,Back,12,10,101.2,52.5,2.22,2.41,2.84,243000,39,,0,0,0,0,0
290228,Kyle,Hartigan,AD,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0, Q1 0:00,,,,,259900,69,277000,60,Back,15,7,51,57,0.37,0.24,0.39,298000,79,,0,0,0,0,0
291201,Ricky,Henderson,AD,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0, Q1 0:00,,,,,365500,55,382600,55,Back,45,6,70,77.3,0.99,0.66,1.21,363000,57,,0,0,0,0,0
291748,Brodie,Smith,AD,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0, Q1 0:00,,,,,336600,40,321800,59,Back,33,10,69.8,74.3,14.42,14.06,13.44,343000,58,,0,0,0,0,0
293193,Luke,Brown,AD,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0, Q1 0:00,,,,,264300,20,281100,46,Back,16,11,52.5,57.6,1.04,0.95,0.49,266000,45,,0,0,0,0,0
293222,Rory,Laird,AD,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0, Q1 0:00,,,,,232600,14,529500,111,Back,29,4,65,96.6,15.02,5.56,2.76,463000,78,,0,0,0,0,0
293479,Cam,Ellis-Yolmen,AD,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0, Q1 0:00,,,,,421300,103,352400,70,Back,28,7,82.9,80.3,0.40,27.14,18.54,371000,82,,0,0,0,0,0
293716,Jarryd,Lyons,AD,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0, Q1 0:00,,,,,455300,83,223400,80,Midfielder,31,12,86.3,33,1.99,0.34,0.82,234000,64,,0,0,0,0,0
294472,Rory,Atkins,AD,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0, Q1 0:00,,,,,124600,,123900,,Midfielder,21,0,0,0,0.26,0.38,2.34,120000,22,,0,0,0,0,0
294828,Josh,Jenkins,AD,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0, Q1 0:00,,,,,367600,94,353200,108,Forward,4,10,65.7,65.5,0.72,0.50,0.68,354000,61,,0,0,0,0,0
295103,Riley,Knight,AD,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0, Q1 0:00,,,,,478100,95,123900,,Forward,39,12,83.6,0,4.72,0.55,1.99,120000,22,,0,0,0,0,0
297401,Matt,Crouch,AD,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0, Q1 0:00,,,,,340700,70,308400,70,Midfielder,44,7,66.9,61.9,0.53,0.60,0.90,355000,75,,0,0,0,0,0
298281,Jake,Lever,AD,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0, Q1 0:00,,,,,,,234000,-8,Back,6,0,0,70,0.00,16.01,2.58,306000,50,,0,0,0,0,0
990609,Charlie,Cameron,AD,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0, Q1 0:00,,,,,331300,67,282500,-3,Forward,23,10,63.7,54.9,0.74,0.83,1.73,267000,39,,0,0,0,0,0
200035,Corey,Enright,GE,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0, Q1 0:00,,,,,482600,62,507100,70,Back,44,12,83.9,96.3,1.96,3.56,3.76,487000,89,,0,0,0,0,0
220007,Jimmy,Bartel,GE,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0, Q1 0:00,,,,,341100,104,549000,232,Forward,3,5,55.8,47.5,0.37,2.17,4.15,511000,165,,0,0,0,0,0
220054,Steve,Johnson,GE,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0, Q1 0:00,,,,,117900,,417500,101,Midfielder,20,0,0,83,0.36,2.47,4.68,454000,92,,0,0,0,0,0
